v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4,label_binary,clean_text
ham,Reckon need to be in town by eightish to walk from * carpark.,,,,0,reckon need town eightish walk carpark
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",,,,1,congrats mobile g videophones r call videochat wid mates play java games dload polyph music noline rentl
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,,,,0,look fuckin time fuck think
ham,Yo guess what I just dropped,,,,0,yo guess dropped
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes,,,,0,carlos says mu lt gt minutes
ham,I'm in office now . I will call you  &lt;#&gt;  min:),,,,0,office call lt gt min
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",,,,0,geeee miss already know think fuck wait till next year together loving kiss
ham,"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n",,,,0,yun ah ubi one say wan call tomorrow call look irene ere got bus ubi cres ubi tech park ph st wkg days n
ham,Ugh. Gotta drive back to sd from la. My butt is sore.,,,,0,ugh got ta drive back sd la butt sore
ham,26th OF JULY,,,,0,th july
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,,,,0,hi im relaxing time ever get every day party good night get home tomorrow ish
ham,Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...,,,,0,wan come come lor din c stripes skirt
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,,,,0,xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish u merry xmas
ham,"I can't, I don't have her number!",,,,0,number
ham,Change again... It's e one next to escalator...,,,,0,change e one next escalator
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,,,,0,yetunde class run water make ok pls
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,,,,0,lot happened feels quiet beth aunts charlie working lots helen mo
ham,Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.,,,,0,wait bus stop aft ur lect lar dun c go get car come back n pick
ham,"Aight will do, thanks again for comin out",,,,0,aight thanks comin
ham,No..but heard abt tat..,,,,0,heard abt tat
ham,&lt;#&gt;  am I think? Should say on syllabus,,,,0,lt gt think say syllabus
ham,Umma. Did she say anything,,,,0,umma say anything
ham,Give me a sec to think think about it,,,,0,give sec think think
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,,,,1,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt orange contract call mobileupd call optout
ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,,,,0,quite know still get hold anyone cud pick bout pm see pub
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",,,,0,poyyarikatur kolathupalayam unjalur post erode dis lt gt
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",,,,0,dear hero leaving qatar tonite apt opportunity pls keep touch lt email gt kerala
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,,,,0,lol would mom would fit tell whole family crazy terrible
ham,"I just got home babe, are you still awake ?",,,,0,got home babe still awake
ham,I dunno they close oredi not... ÌÏ v ma fan...,,,,0,dunno close oredi v fan
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.,,,,0,buy pizza meat lovers supreme u get pick
ham,"Ya, told..she was asking wats matter?",,,,0,ya told asking wats matter
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",,,,0,dear regret cudnt pick call drove frm ctla cochin home left mobile car ente style ishtamayoo happy bakrid
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,,,,1,free st week nokia tone ur mob every week txt nokia get txting tell ur mates www getzed co uk pobox w wq norm p tone
ham,Shall i send that exe to your mail id.,,,,0,shall send exe mail id
ham,Nope watching tv at home... Not going out. V bored...,,,,0,nope watching tv home going v bored
ham,Don know..wait i will check it.,,,,0,know wait check
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",,,,0,good afternoon glorious anniversary day sweet j hope finds happy content prey think send teasing kiss across sea coaxing images fond souveniers cougar pen
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,,,,1,guess somebody know secretly fancies wan na find give us call landline datebox essexcm xn p min
ham,We still on for tonight?,,,,0,still tonight
ham,May i call You later Pls,,,,0,may call later pls
ham,Hasn't that been the pattern recently crap weekends?,,,,0,pattern recently crap weekends
ham,I have a sore throat. It's scratches when I talk,,,,0,sore throat scratches talk
ham,Yes da. Any plm at ur office,,,,0,yes da plm ur office
ham,Are you not around or just still asleep? :V,,,,0,around still asleep v
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe",,,,0,lol forgot eh yes bring babe
ham,"Its good, we'll find a way",,,,0,good find way
ham,Can not use foreign stamps in this country. Good lecture .,,,,0,use foreign stamps country good lecture
ham,Yup bathe liao...,,,,0,yup bathe liao
ham,HAPPY NEW YEAR MY NO.1 MAN,,,,0,happy new year man
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",,,,0,oh mr sheffield wan na play game okay boss nanny give raise give one
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,,,,0,zoe hit im fucking shitin il defo try hardest cum morow luv u millions lekdog
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",,,,0,hello baby get back mom setting computer filling belly goes loverboy miss already sighs
ham,"No my blankets are sufficient, thx",,,,0,blankets sufficient thx
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",,,,0,naughty little thought better flirt flirt n flirt rather loving someone n gettin hurt hurt n hurt gud nyt
ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",GN,GE,"GNT:-)""",0,edison rightly said fool ask questions wise man answer know us speechless viva gm
ham,They just talking thats it de. They wont any other.,,,,0,talking thats de wont
ham,Today am going to college so am not able to atten the class.,,,,0,today going college able atten class
ham,I'm in class. Will holla later,,,,0,class holla later
ham,Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?,,,,0,mmm thats better got roast b better drinks good indian
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",,,,1,know someone know fancies call find pobox ls hb p
ham,"Come round, it's . ",,,,0,come round
ham,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",,,,0,thing change sentence want concentrate educational career im leaving
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",,,,1,flirting txt girl bloke ur name age eg girl zoe join get chatting
ham,I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?,,,,0,walked hour c u show care wont u believe im serious
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,,,,1,days euro kickoff u kept informed latest news results daily unsubscribe send get euro stop
ham,Are you available for soiree on June 3rd?,,,,0,available soiree june rd
ham,Do u noe wat time e place dat sells 4d closes?,,,,0,u noe wat time e place dat sells closes
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",,,,0,got another job one hospital data analysis something starts monday sure thesis got finished
ham,Jay's getting really impatient and belligerent,,,,0,jay getting really impatient belligerent
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,,,,0,hiya comin bristol st week april les got rudi new yrs eve snoring drunk u bak college yet work sends ink bath
ham,I'm at work. Please call,,,,0,work please call
ham,Then u drive lor.,,,,0,u drive lor
ham,Ard 515 like dat. Y?,,,,0,ard like dat
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now,,,,0,tell female v throwing deciding get
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,,,,1,eastenders tv quiz flower dot compare violet e tulip f lily txt e f chance win cash wkent p
ham,I'm working technical support :)voice process.networking field.,,,,0,working technical support voice process networking field
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,,,,0,might come kerala days prepared take leave finalise dont plan travel visit need finish urgent works
ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,,,,0,ok sure time tho sure get library class try see point good eve
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,,,,1,new local dates area lots new people registered area reply date start www flirtparty us replys
ham,"That's fine, I'll bitch at you about it later then",,,,0,fine bitch later
ham,No my mum went 2 dentist.,,,,0,mum went dentist
ham,Once free call me sir. I am waiting for you.,,,,0,free call sir waiting
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,,,,0,meeting u work tel shall work tomorrow
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,,,,1,someone u know asked dating service contact cant guess call revealed po box wu
ham,Jus finish bathing...,,,,0,jus finish bathing
ham,"alright, I'll make sure the car is back tonight",,,,0,alright make sure car back tonight
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,,,,1,urgent trying contact u todays draw shows prize guaranteed call land line claim c valid hrs
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,,,,1,dear u invited xchat final attempt contact u txt chat
ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,,,,0,lul im gettin juicy gossip hospital two nurses talking fat gettin one thinks shes obese oyea
ham,Aight ill get on fb in a couple minutes,,,,0,aight ill get fb couple minutes
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,,,,0,oi ami parchi na kicchu kaaj korte iccha korche na phone ta tul na plz plz
ham,Where can download clear movies. Dvd copies.,,,,0,download clear movies dvd copies
ham,"Yep, by the pretty sculpture",,,,0,yep pretty sculpture
ham,Convey my regards to him,,,,0,convey regards
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,,,,0,watching surya movie pm vijay movie pokkiri
ham,You tell what happen dont behave like this to me. Ok no need to say,,,,0,tell happen dont behave like ok need say
ham,Can u get pic msgs to your phone?,,,,0,u get pic msgs phone
ham,Send to someone else :-),,,,0,send someone else
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,,,,0,wat makes people dearer de happiness dat u feel u meet de pain u feel u miss dem
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,,,,0,love start attraction feel need every time around first thing comes thoughts would start day end every time dream love every breath name life happen around life named would cry give happiness take sorrows ready fight anyone love craziest things love proove anyone girl beautiful lady whole planet always singing praises love start making chicken curry end makiing sambar life beautiful get every morning thank god day would like say lot tell later
ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",,,,0,fr ndship like needle clock though v r clock v r nt able met evn v meet itz seconds bt v alwys stay conected gud
ham,I don't think he has spatula hands!,,,,0,think spatula hands
ham,You can never do NOTHING,,,,0,never nothing
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99,,,,1,awarded sipix digital camera call landline delivery within days cs box bp yr warranty ppm p p
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,,,,0,goodmorning today late lt decimal gt min
spam,WIN URGENT! Your mobile number has been awarded with a å£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,,,,1,win urgent mobile number awarded prize guaranteed call land line claim valid hrs ppm
ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.,,,,0,please da call mistake side sorry da pls da goto doctor
ham,Where r we meeting?,,,,0,r meeting
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",,,,0,well weather cali great complexities great need car move freely taxes outrageous great place sad part missing home
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,,,,0,reached home tired come tomorro
ham,Ryder unsold.now gibbs.,,,,0,ryder unsold gibbs
spam,Dear Subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,,,,1,dear subscriber ur draw gift voucher b entered receipt correct ans elvis presleys birthday txt answer
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,,,,0,fret buy ovulation test strips send wont get til like march send postal address u alright okay
ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,,,,0,gifts trying get throw cliff something
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,,,,0,ne thing interesting good birthday u wrking nxt started uni today
ham,You busy or can I come by at some point and figure out what we're doing tomorrow,,,,0,busy come point figure tomorrow
ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",,,,0,yeah go bored depressed sittin waitin phone ring hope wind drops though scary
ham,Black shirt n blue jeans... I thk i c Ì_...,,,,0,black shirt n blue jeans thk c
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,,,,0,aiyah sorry lor watch tv watch forgot check phone
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,,,,1,message important information user today lucky day find log onto http www urawinner com fantastic surprise awaiting
ham,on hen night. Going with a swing,,,,0,hen night going swing
ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",,,,0,good afternoon love goes day woke early online waiting hmmm italian boy online see grins
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,,,,0,someone smoke every time smoked last two weeks calling texting wanted smoke
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),,,,0,get headache trying figure u trust math promise
ham,S s..first time..dhoni rocks...,,,,0,first time dhoni rocks
ham,Ok ill tell the company,,,,0,ok ill tell company
ham,"Awesome, think we can get an 8th at usf some time tonight?",,,,0,awesome think get th usf time tonight
ham,So that means you still think of teju,,,,0,means still think teju
ham,"No I'm good for the movie, is it ok if I leave in an hourish?",,,,0,good movie ok leave hourish
ham,No no:)this is kallis home ground.amla home town is durban:),,,,0,kallis home ground amla home town durban
ham,So lets make it saturday or monday as per convenience.,,,,0,lets make saturday monday per convenience
ham,Hey... What time is your driving on fri? We go for evaluation on fri?,,,,0,hey time driving fri go evaluation fri
spam,"449050000301 You have won a å£2,000 price! To claim, call 09050000301.",,,,1,price claim call
ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,,,,0,going lunch wif family aft dat go str orchard lor
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",,,,1,bored speed dating try speedchat txt speedchat like em txt swap get new chatter chat pobox w wq p msg rcd
ham,Cancel cheyyamo?and get some money back?,,,,0,cancel cheyyamo get money back
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,,,,1,want anytime network mins text new video phone five pounds per week call reply delivery tomorrow
ham,Ok.ok ok..then..whats ur todays plan,,,,0,ok ok ok whats ur todays plan
ham,Good morning princess! How are you?,,,,0,good morning princess
ham,Aiyar sorry lor forgot 2 tell u...,,,,0,aiyar sorry lor forgot tell u
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,,,,1,taking part mobile survey yesterday texts use however wish get txts send txt c www txt com p
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,,,,0,tonight mate catching sleep new number way
ham,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay",".;-):-D""",,,0,height oh shit situation guy throws luv letter gal falls brothers head whos gay
spam,Ur HMV Quiz cash-balance is currently å£500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,,,,1,ur hmv quiz cash balance currently maximize ur cash send hmv p msg
ham,"So check your errors and if you had difficulties, do correction.",,,,0,check errors difficulties correction
ham,Howz pain?hope u r fine..,,,,0,howz pain hope u r fine
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.,,,,0,u wake already thanx e tau sar piah quite nice
ham,K do I need a login or anything,,,,0,k need login anything
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,,,,1,dont forget place many free requests stchoice co uk wish information call
ham,LOL ... No just was busy,,,,0,lol busy
ham,What * u wearing?,,,,0,u wearing
ham,Oh:)as usual vijay film or its different?,,,,0,oh usual vijay film different
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,,,,1,know u u know send chat let find p msg rcvd hg suite lands row w j hl ldn years
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?,,,,0,good day mine really busy much tomorrow night
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.,,,,0,way send shade stuff wonderful
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,,,,0,really tot ur paper ended long ago wat u copied jus got use u happy lar still haf study
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",,,,1,thank winner notified sms good luck future marketing reply stop customer services
ham,Babe ? I lost you ... :-(,,,,0,babe lost
ham,Ok... Help me ask if she's working tmr a not?,,,,0,ok help ask working tmr
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,,,,0,driving raining get caught e mrt station lor
ham,Not a drop in the tank,,,,0,drop tank
ham,(That said can you text him one more time?),,,,0,said text one time
ham,Ok i go change also...,,,,0,ok go change also
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m),,,,1,girls many local u r virgins r ready fil ur every sexual need u fil text cute p
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,,,,0,u find sitter kaitlyn sick slept day yesterday
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",,,,0,sorry man accidentally left phone silent last night check til got
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,,,,0,hey something came last min think wun signing tmr hee
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,,,,0,adult would learn experience real danger dont like peeps using drugs dont need comment
ham,Hey! There's veggie pizza... :/,,,,0,hey veggie pizza
ham,Yun buying... But school got offer 2000 plus only...,,,,0,yun buying school got offer plus
ham,You sure your neighbors didnt pick it up,,,,0,sure neighbors didnt pick
ham,K. I will sent it again,,,,0,k sent
ham,Well. Im computerless. Time to make some oreo truffles,,,,0,well im computerless time make oreo truffles
ham,"Haha yeah I see that now, be there in a sec",,,,0,haha yeah see sec
ham,I am not having her number sir,,,,0,number sir
ham,Lol now I'm after that hot air balloon!,,,,0,lol hot air balloon
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,,,,0,ok bus come soon come otherwise tomorrow
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,,,,0,msgs r time pass silently say thinking u right also making u think least moment gd nt swt drms shesil
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl",,,,0,yeah probably swing roommate finishes girl
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",,,,1,got takes take part wrc rally oz u lucozade energy text rally le p see packs lucozade co uk wrc itcould u
ham,Happy new years melody!,,,,0,happy new years melody
ham,ÌÏ dun need to pick ur gf?,,,,0,dun need pick ur gf
ham,Yay! You better not have told that to 5 other girls either.,,,,0,yay better told girls either
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,,,,0,horrible u eat macs eat u forgot abt already rite u take long reply thk toot b b prepared wat shall eat
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",,,,0,say fantastic chance anything need bigger life lift losing live think would first person die n v q
ham,Just nw i came to hme da..,,,,0,nw came hme da
ham,"I'm outside islands, head towards hard rock and you'll run into me",,,,0,outside islands head towards hard rock run
ham,To day class is there are no class.,,,,0,day class class
ham,I'm in chennai velachery:),,,,0,chennai velachery
ham,You flippin your shit yet?,,,,0,flippin shit yet
ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore",,,,0,k give sec breaking lt gt cstore
ham,Am i that much bad to avoid like this?,,,,0,much bad avoid like
ham,"Yo, you around? Just got my car back",,,,0,yo around got car back
ham,Annoying isn't it.,,,,0,annoying
ham,"Goodmorning, Today i am late for  &lt;#&gt; min.",,,,0,goodmorning today late lt gt min
ham,There's no point hangin on to mr not right if he's not makin u happy,,,,0,point hangin mr right makin u happy
ham,All will come alive.better correct any good looking figure there itself..,,,,0,come alive better correct good looking figure
ham,In that case I guess I'll see you at campus lodge,,,,0,case guess see campus lodge
ham,We're done...,,,,0,done
ham,Come to my home for one last time i wont do anything. Trust me.,,,,0,come home one last time wont anything trust
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,,,,0,night worrying appt shame missed girls night quizzes popcorn hair
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248,,,,1,sex ur mobile free sexy pic jordan text babe every wk get sexy celeb pocketbabe co uk pics wk
ham,Ok... C ya...,,,,0,ok c ya
spam,You have 1 new voicemail. Please call 08719181503,,,,1,new voicemail please call
ham,What he said is not the matter. My mind saying some other matter is there.,,,,0,said matter mind saying matter
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",,,,0,al moan n e thin goes wrong fault al de arguments r fault fed himso bother hav go thanx xx
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,,,,0,neft transaction reference number lt gt rs lt decimal gt credited beneficiary account lt gt lt time gt lt gt
ham,Otherwise had part time job na-tuition..,,,,0,otherwise part time job na tuition
ham,I know she called me,,,,0,know called
ham,"Me also da, i feel yesterday night  wait til 2day night dear.",,,,0,also da feel yesterday night wait til day night dear
ham,Thanks for understanding. I've been trying to tell sura that.,,,,0,thanks understanding trying tell sura
spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,,,,1,win year supply cds store ur choice worth enter weekly draw txt music ts cs www ldew com subs win ppmx
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,,,,0,whole car appreciated last two dad map reading semi argument apart things going ok p
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",,,,1,sim subscriber selected receive bonus get delivered door txt word ok claim p msg exp apr
ham,I need you to be in my strong arms...,,,,0,need strong arms
ham,Also maaaan are you missing out,,,,0,also maaaan missing
ham,His bday real is in april .,,,,0,bday real april
ham,Guessin you ain't gonna be here before 9?,,,,0,guessin gon na
ham,Ok then i will come to ur home after half an hour,,,,0,ok come ur home half hour
ham,"Yo, the game almost over? Want to go to walmart soon",,,,0,yo game almost want go walmart soon
ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",,,,0,yeah probably sure ilol let u know personally wuldnt bother ur goin mite well
ham,I'll text now! All creepy like so he won't think that we forgot,,,,0,text creepy like think forgot
ham,"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?",,,,0,would good phone tomo lunchtime shall organise something
spam,You have 1 new voicemail. Please call 08719181513.,,,,1,new voicemail please call
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow",,,,0,damn make tonight want wait til tomorrow
ham,K..k..i'm also fine:)when will you complete the course?,,,,0,k k also fine complete course
ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",,,,0,true passable get high score apply phd get years salary makes life easier
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,,,,1,nokia tone ur mob every week txt nok st tone free get txtin tell ur friends p tone reply hl info
ham,Prakesh is there know.,,,,0,prakesh know
ham,Teach me apps da. When you come to college.,,,,0,teach apps da come college
ham,Rofl betta invest in some  anti aging products,,,,0,rofl betta invest anti aging products
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay.",,,,0,sir receive account another hr time sorry delay
spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,,,,1,reply name address receive post weeks completely free accommodation various global locations www phb com ph p
ham,So Ì_'ll be submitting da project tmr rite?,,,,0,submitting da project tmr rite
spam,FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,,,,1,free entry weekly comp send word enter c www textcomp com cust care
ham,Jus ans me lar. U'll noe later.,,,,0,jus ans lar u noe later
ham,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,,,,0,want send something sell fast lt gt k easy money
ham,have got * few things to do. may be in * pub later.,,,,0,got things may pub later
ham,1's finish meeting call me.,,,,0,finish meeting call
